190,Safe
191,"Scarlet Letter, The"
192,"Show, The"
193,Showgirls
194,Smoke
195,Something to Talk About
196,Species
197,"Stars Fell on Henrietta, The"
198,Strange Days
199,"Umbrellas of Cherbourg, The"
200,"Tie That Binds, The"
201,Three Wishes
202,Total Eclipse
203,"To Wong Foo, Thanks for Everything! Julie Newmar"
204,Under Siege 2: Dark Territory
205,Unstrung Heroes
206,Unzipped
207,"Walk in the Clouds, A"
208,Waterworld
209,White Man's Burden
210,Wild Bill
211,"Browning Version, The"
212,Bushwhacked
213,Burnt By the Sun
214,Before the Rain
215,Before Sunrise
216,Billy Madison
217,"Babysitter, The"
218,Boys on the Side
219,"Cure, The"
220,Castle Freak
222,Circle of Friends
223,Clerks
224,Don Juan DeMarco
225,Disclosure
226,Dream Man
227,Drop Zone
228,Destiny Turns on the Radio
229,Death and the Maiden
230,Dolores Claiborne
231,Dumb & Dumber
232,Eat Drink Man Woman
233,Exotica
234,Exit to Eden
235,Ed Wood
236,French Kiss
237,Forget Paris
238,Far From Home: The Adventures of Yellow Dog
239,"Goofy Movie, A"
240,Hideaway
241,Fluke
242,Farinelli: il castrato
243,Gordy
244,Gumby: The Movie
245,"Glass Shield, The"
246,Hoop Dreams
247,Heavenly Creatures
248,Houseguest
249,Immortal Beloved
250,Heavyweights
251,"Hunted, The"
252,I.Q.
253,Interview with the Vampire
254,Jefferson in Paris
255,"Jerky Boys, The"
256,Junior
257,Just Cause
258,"Kid in King Arthur's Court, A"
259,Kiss of Death
260,Star Wars: Episode IV
261,Little Women
262,"Little Princess, A"
263,Ladybird Ladybird
264,"Enfer, L'"
265,Like Water for Chocolate
266,Legends of the Fall
267,Major Payne
268,Little Odessa
269,My Crazy Life
270,Love Affair
271,Losing Isaiah
272,"Madness of King George, The"
273,Mary Shelley's Frankenstein
274,Man of the House
275,Mixed Nuts
276,Milk Money
277,Miracle on 34th Street
278,Miami Rhapsody
279,My Family
280,Murder in the First
281,Nobody's Fool
282,Nell
283,New Jersey Drive
284,New York Cop
285,Beyond Bedlam
286,Nemesis 2: Nebula
287,Nina Takes a Lover
288,Natural Born Killers
289,Only You
290,Once Were Warriors
291,Poison Ivy II
292,Outbreak
293,"Professional, The"
294,"Perez Family, The"
295,"Pyromaniac's Love Story, A"
296,Pulp Fiction
297,Panther
298,Pushing Hands
299,Priest
300,Quiz Show
301,Picture Bride
302,Queen Margot
303,"Quick and the Dead, The"
304,Roommates
305,Ready to Wear (Pret
306,Three Colors: Red
307,Three Colors: Blue
308,Three Colors: White
309,"Red Firecracker, Green Firecracker"
310,Rent
311,Relative Fear
312,Stuart Saves His Family
313,"Swan Princess, The"
314,"Secret of Roan Inish, The"
315,"Specialist, The"
316,Stargate
317,"Santa Clause, The"
318,"Shawshank Redemption, The"
319,Shallow Grave
320,Suture
321,Strawberry and Chocolate
322,Swimming with Sharks
324,"Sum of Us, The"
325,National Lampoon's Senior Trip
326,To Live
327,Tank Girl
328,Tales From the Crypt Presents: Demon Knight
329,Star Trek: Generations
330,Tales from the Hood
331,Tom & Viv
332,Village of the Damned
333,Tommy Boy
334,Vanya on 42nd Street
335,"Underneath, The"
336,"Walking Dead, The"
337,What's Eating Gilbert Grape
338,Virtuosity
339,While You Were Sleeping
340,"War, The"
341,Double Happiness
342,Muriel's Wedding
343,Baby
344,Ace Ventura: Pet Detective
345,"Adventures of Priscilla, Queen of the Desert, The"
346,Backbeat
347,Bitter Moon
348,Bullets Over Broadway
349,Clear and Present Danger
350,"Client, The"
351,"Corrina, Corrina"
352,Crooklyn
353,"Crow, The"
354,Cobb
355,"Flintstones, The"
356,Forrest Gump
357,Four Weddings and a Funeral
358,Higher Learning
359,I Like It Like That
360,I Love Trouble
361,It Could Happen to You
362,"Jungle Book, The"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The"
364,"Lion King, The"
365,Little Buddha
366,Wes Craven's New Nightmare
367,"Mask, The"
368,Maverick
369,Mrs. Parker and the Vicious Circle
370,Naked Gun 33 1/3: The Final Insult
371,"Paper, The"
372,Reality Bites
373,Red Rock West
374,Richie Rich
375,Safe Passage
376,"River Wild, The"
377,Speed
378,Speechless
379,Timecop
380,True Lies
381,When a Man Loves a Woman
382,Wolf
383,Wyatt Earp
384,Bad Company
385,"Man of No Importance, A"
386,S.F.W.
387,"Low Down Dirty Shame, A"
388,Boys Life
389,"Colonel Chabert, Le"
390,Faster Pussycat! Kill! Kill!
391,Jason's Lyric
392,"Secret Adventures of Tom Thumb, The"
393,Street Fighter
394,Coldblooded
395,Desert Winds
396,Fall Time
397,"Fear, The"
398,Frank and Ollie
399,Girl in the Cadillac
400,Homage
401,Mirage
402,Open Season
403,Two Crimes
404,Brother Minister: The Assassination of Malcolm X
405,Highlander III: The Sorcerer
406,Federal Hill
407,In the Mouth of Madness
408,8 Seconds
409,Above the Rim
410,Addams Family Values
411,You So Crazy
412,"Age of Innocence, The"
413,Airheads
414,"Air Up There, The"
415,Another Stakeout
416,Bad Girls
417,Barcelona
418,Being Human
419,"Beverly Hillbillies, The"
420,Beverly Hills Cop III
421,Black Beauty
422,Blink
423,Blown Away
424,Blue Chips
425,Blue Sky
426,Body Snatchers
427,Boxing Helena
428,"Bronx Tale, A"
429,Cabin Boy
430,Calendar Girl
431,Carlito's Way
432,City Slickers II: The Legend of Curly's Gold
433,Clean Slate
434,Cliffhanger
435,Coneheads
436,Color of Night
437,Cops and Robbersons
438,"Cowboy Way, The"
439,Dangerous Game
440,Dave
441,Dazed and Confused
442,Demolition Man
443,"Endless Summer 2, The"
444,Even Cowgirls Get the Blues
445,Fatal Instinct
446,Farewell My Concubine
447,"Favor, The"
448,Fearless
449,Fear of a Black Hat
450,With Honors
451,Flesh and Bone
452,Widows' Peak
453,For Love or Money
454,"Firm, The"
455,Free Willy
456,Fresh
457,"Fugitive, The"
458,Geronimo: An American Legend
459,"Getaway, The"
460,Getting Even with Dad
461,Go Fish
462,"Good Man in Africa, A"
463,Guilty as Sin
464,Hard Target
465,Heaven & Earth
466,Hot Shots! Part Deux
467,Live Nude Girls
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The"
469,"House of the Spirits, The"
470,House Party 3
471,"Hudsucker Proxy, The"
472,I'll Do Anything
473,In the Army Now
474,In the Line of Fire
475,In the Name of the Father
476,"Inkwell, The"
477,What's Love Got to Do with It?
478,Jimmy Hollywood
479,Judgment Night
480,Jurassic Park
481,Kalifornia
482,Killing Zoe
483,King of the Hill
484,Lassie
485,Last Action Hero
486,Life with Mikey
487,Lightning Jack
488,M. Butterfly
489,Made in America
490,Malice
491,"Man Without a Face, The"
492,Manhattan Murder Mystery
493,Menace II Society
494,Executive Decision
495,In the Realm of the Senses
496,What Happened Was...
497,Much Ado About Nothing
498,Mr. Jones
499,Mr. Wonderful
500,Mrs. Doubtfire
501,Naked
502,"Next Karate Kid, The"
503,"New Age, The"
504,No Escape
505,North
506,Orlando
507,"Perfect World, A"
508,Philadelphia
509,"Piano, The"
510,Poetic Justice
511,"Program, The"
512,Robert A. Heinlein's The Puppet Masters
513,Radioland Murders
514,"Ref, The"
515,"Remains of the Day, The"
516,Renaissance Man
517,Rising Sun
518,"Road to Wellville, The"
519,Robocop 3
520,Robin Hood: Men in Tights
521,Romeo Is Bleeding
522,Romper Stomper
523,Ruby in Paradise
524,Rudy
525,"Saint of Fort Washington, The"
526,Savage Nights
527,Schindler's List
528,"Scout, The"
529,Searching for Bobby Fischer
530,Second Best
531,"Secret Garden, The"
532,Serial Mom
533,"Shadow, The"
534,Shadowlands
535,Short Cuts
536,"Simple Twist of Fate, A"
537,Sirens
538,Six Degrees of Separation
539,Sleepless in Seattle
540,Sliver
541,Blade Runner
542,Son in Law
543,So I Married an Axe Murderer
544,Striking Distance
545,Harlem
546,Super Mario Bros.
547,Surviving the Game
548,Terminal Velocity
549,Thirty
550,Threesome
551,"Nightmare Before Christmas, The"
552,"Three Musketeers, The"
553,Tombstone
554,Trial by Jury
555,True Romance
556,"War Room, The"
557,Mamma Roma
558,"Pagemaster, The"
559,"Paris, France"
560,"Beans of Egypt, Maine, The"
561,Killer
562,Welcome to the Dollhouse
563,Germinal
564,Chasers
565,Cronos
566,Naked in New York
567,Kika
568,Bhaji on the Beach
569,Little Big League
570,"Slingshot, The"
571,"Wedding Gift, The"
572,Foreign Student
573,"Ciao, Professore!"
574,Spanking the Monkey
575,"Little Rascals, The"
576,Fausto
577,Andre
578,"Hour of the Pig, The"
579,"Scorta, La"
580,Princess Caraboo
581,"Celluloid Closet, The"
582,Metisse
583,Dear Diary
584,I Don't Want to Talk About It
585,"Brady Bunch Movie, The"
586,Home Alone
587,Ghost
588,Aladdin
589,Terminator 2: Judgment Day
590,Dances with Wolves
591,Tough and Deadly
592,Batman
593,"Silence of the Lambs, The"
594,Snow White and the Seven Dwarfs
595,Beauty and the Beast
596,Pinocchio
597,Pretty Woman
598,Window to Paris
599,"Wild Bunch, The"
600,Love and a .45
601,"Wooden Man's Bride, The"
602,"Great Day in Harlem, A"
603,"Bye Bye, Love"
604,Criminals
605,One Fine Day
606,Candyman: Farewell to the Flesh
607,Century
608,Fargo
609,Homeward Bound II: Lost in San Francisco
610,Heavy Metal
611,Hellraiser: Bloodline
612,"Pallbearer, The"
613,Jane Eyre
614,Loaded
615,Bread and Chocolate
616,"Aristocats, The"
617,"Flower of My Secret, The"
618,Two Much
619,Ed
620,Scream of Stone
621,My Favorite Season
623,"Modern Affair, A"
624,Condition Red
625,Asfour Stah
626,"Thin Line Between Love and Hate, A"
627,"Last Supper, The"
628,Primal Fear
629,Rude
630,Carried Away
631,All Dogs Go to Heaven 2
632,Land and Freedom
633,Denise Calls Up
634,Theodore Rex
635,"Family Thing, A"
636,Frisk
637,Sgt. Bilko
638,Jack and Sarah
639,Girl 6
640,Diabolique
641,"Little Indian, Big City"
642,Roula
643,Peanuts
644,Happy Weekend
645,Nelly & Monsieur Arnaud
647,Courage Under Fire
648,Mission: Impossible
649,Cold Fever
650,Moll Flanders
651,"Superweib, Das"
652,"301, 302"
653,Dragonheart
654,Und keiner weint mir nach
655,Mutters Courage
656,Eddie
657,Yankee Zulu
658,Billy's Holiday
659,Purple Noon
660,August
661,James and the Giant Peach
662,Fear
663,Kids in the Hall: Brain Candy
664,Faithful
665,Underground
666,All Things Fair
667,Bloodsport 2
668,Pather Panchali
669,Aparajito
670,"World of Apu, The"
671,Mystery Science Theater 3000: The Movie
672,Tarantella
673,Space Jam
674,Barbarella
675,Hostile Intentions
676,They Bite
678,Some Folks Call It a Sling Blade
679,"Run of the Country, The"
680,Alphaville
681,Clean Slate
682,Tigrero: A Film That Was Never Made
683,"Eye of Vichy, The"
684,Windows
685,It's My Party
687,Country Life
688,Operation Dumbo Drop
690,"Promise, The"
691,Mrs. Winterbourne
692,Solo
693,Under the Domin Tree
694,"Substitute, The"
695,True Crime
696,Butterfly Kiss
697,Feeling Minnesota
698,Delta of Venus
699,To Cross the Rubicon
700,Angus
701,Daens
702,Faces
703,Boys
704,"Quest, The"
705,Cosi
706,Sunset Park
707,Mulholland Falls
708,"Truth About Cats & Dogs, The"
709,Oliver & Company
710,Celtic Pride
711,Flipper
712,Captives
713,Of Love and Shadows
714,Dead Man
715,"Horseman on the Roof, The"
716,Switchblade Sisters
717,Mouth to Mouth
718,"Visitors, The"
719,Multiplicity
720,Wallace & Gromit: The Best of Aardman Animation
721,Halfmoon (Paul Bowles
722,"Haunted World of Edward D. Wood Jr., The"
723,Two Friends
724,"Craft, The"
725,"Great White Hype, The"
726,Last Dance
727,War Stories
728,Cold Comfort Farm
729,"Institute Benjamenta, or This Dream People Call Human Life"
730,"Low Life, The"
731,Heaven's Prisoners
732,Original Gangstas
733,"Rock, The"
734,Getting Away With Murder
735,Cemetery Man
736,Twister
737,Barb Wire
738,"Garcu, Le"
739,Honigmond
741,Ghost in the Shell
742,Thinner
743,Spy Hard
744,Brothers in Trouble
745,"Close Shave, A"
746,Force of Evil
747,"Stupids, The"
748,"Arrival, The"
749,"Man from Down Under, The"
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
751,Careful
752,Vermont Is For Lovers
753,"Month by the Lake, A"
754,Gold Diggers: The Secret of Bear Mountain
755,Kim
756,Carmen Miranda: Bananas Is My Business
757,Ashes of Time
758,"Jar, The"
759,Maya Lin: A Strong Clear Vision
760,Stalingrad
761,"Phantom, The"
762,Striptease
763,"Last of the High Kings, The"
764,Heavy
765,Jack
766,I Shot Andy Warhol
767,"Grass Harp, The"
768,Someone Else's America
769,Marlene Dietrich: Shadow and Light
770,Costa Brava
771,"Vie est belle, La"
772,Quartier Mozart
773,Touki Bouki
774,Wend Kuuni
775,Spirits of the Dead
776,Babyfever
777,Pharaoh's Army
778,Trainspotting
779,'Til There Was You
780,Independence Day
781,Stealing Beauty
782,"Fan, The"
783,"Hunchback of Notre Dame, The"
784,"Cable Guy, The"
785,Kingpin
786,Eraser
787,"Gate of Heavenly Peace, The"
788,"Nutty Professor, The"
789,"I, Worst of All"
790,An Unforgettable Summer
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The"
792,"Hungarian Fairy Tale, A"
793,My Life and Times With Antonin Artaud
794,Midnight Dancers
795,Somebody to Love
796,"Very Natural Thing, A"
797,"Old Lady Who Walked in the Sea, The"
798,Daylight
799,"Frighteners, The"
800,Lone Star
801,Harriet the Spy
802,Phenomenon
803,Walking and Talking
804,She's the One
805,"Time to Kill, A"
806,American Buffalo
807,Rendezvous in Paris (Rendez
808,Alaska
809,Fled
810,Kazaam
811,"Bewegte Mann, Der"
812,Magic Hunter
813,Larger Than Life
814,"Boy Called Hate, A"
815,Power 98
816,Two Deaths
818,"Very Brady Sequel, A"
819,Stefano Quantestorie
820,Death in the Garden
821,"Crude Oasis, The"
822,Hedd Wyn
823,"Collectionneuse, La"
824,Kaspar Hauser
825,Echte Kerle
826,Diebinnen
827,"Convent, The"
828,"Adventures of Pinocchio, The"
829,Joe's Apartment
830,"First Wives Club, The"
831,Stonewall
832,Ransom
833,High School High
834,Phat Beach
835,Foxfire
836,Chain Reaction
837,Matilda
838,Emma
839,"Crow: City of Angels, The"
840,House Arrest
841,Eyes Without a Face
842,Tales from the Crypt Presents: Bordello of Blood
843,Lotto Land
844,"Story of Xinghua, The"
845,"Day the Sun Turned Cold, The"
846,Flirt
847,"Big Squeeze, The"
848,"Spitfire Grill, The"
849,Escape from L.A.
850,Cyclo
851,Basquiat
852,Tin Cup
853,Dingo
854,"Ballad of Narayama, The"
855,Every Other Weekend
856,Mille bolle blu
857,Crows and Sparrows
858,"Godfather, The"
859,"Hippie Revolution, The"
860,"Maybe, Maybe Not"
861,Supercop
862,Manny & Lo
863,Celestial Clockwork
864,"Wife, The"
865,Small Faces
866,Bound
867,Carpool
868,Death in Brunswick
869,Kansas City
870,Gone Fishin'
871,Lover's Knot
872,Aiqing wansui
873,Shadow of Angels
874,Killer: A Journal of Murder
875,Nothing to Lose
876,Police Story 4: Project S
877,Girls Town
878,Bye
879,"Relic, The"
880,"Island of Dr. Moreau, The"
881,First Kid
882,"Trigger Effect, The"
884,Sweet Nothing
885,Bogus
886,Bulletproof
887,Talk of Angels
888,Land Before Time III: The Time of the Great Giving
889,1
890,Baton Rouge
891,Halloween: The Curse of Michael Myers
892,Twelfth Night
893,Mother Night
894,Liebelei
895,Venice/Venice
896,Wild Reeds
897,For Whom the Bell Tolls
898,"Philadelphia Story, The"
899,Singin' in the Rain
900,"American in Paris, An"
901,Funny Face
902,Breakfast at Tiffany's
903,Vertigo
904,Rear Window
905,It Happened One Night
906,Gaslight
907,"Gay Divorcee, The"
908,North by Northwest
909,"Apartment, The"
910,Some Like It Hot
911,Charade
912,Casablanca
913,"Maltese Falcon, The"
914,My Fair Lady
915,Sabrina
916,Roman Holiday
917,"Little Princess, The"
918,Meet Me in St. Louis
919,"Wizard of Oz, The"
920,Gone with the Wind
921,My Favorite Year
922,Sunset Blvd.
923,Citizen Kane
924,2001: A Space Odyssey
925,Golden Earrings
926,All About Eve
927,"Women, The"
928,Rebecca
929,Foreign Correspondent
930,Notorious
931,Spellbound
932,"Affair to Remember, An"
933,To Catch a Thief
934,Father of the Bride
935,"Band Wagon, The"
936,Ninotchka
937,Love in the Afternoon
938,Gigi
939,"Reluctant Debutante, The"
940,"Adventures of Robin Hood, The"
941,"Mark of Zorro, The"
942,Laura
943,"Ghost and Mrs. Muir, The"
944,Lost Horizon
945,Top Hat
946,To Be or Not to Be
947,My Man Godfrey
948,Giant
949,East of Eden
950,"Thin Man, The"
951,His Girl Friday
952,Around the World in 80 Days
953,It's a Wonderful Life
954,Mr. Smith Goes to Washington
955,Bringing Up Baby
956,Penny Serenade
957,"Scarlet Letter, The"
958,Lady of Burlesque
959,Of Human Bondage
960,Angel on My Shoulder
961,Little Lord Fauntleroy
962,They Made Me a Criminal
963,"Inspector General, The"
964,Angel and the Badman
965,"39 Steps, The"
966,"Walk in the Sun, A"
967,"Outlaw, The"
968,Night of the Living Dead
969,"African Queen, The"
970,Beat the Devil
971,Cat on a Hot Tin Roof
972,"Last Time I Saw Paris, The"
973,Meet John Doe
974,Algiers
975,Something to Sing About
976,"Farewell to Arms, A"
977,Moonlight Murder
978,"Blue Angel, The"
979,Nothing Personal
980,In the Line of Duty 2
981,Dangerous Ground
982,Picnic
983,Madagascar Skin
984,"Pompatus of Love, The"
985,Small Wonders
986,Fly Away Home
987,Bliss
988,Grace of My Heart
989,Schlafes Bruder
990,Maximum Risk
991,Michael Collins
992,"Rich Man's Wife, The"
993,Infinity
994,Big Night
996,Last Man Standing
997,Caught
998,Set It Off
999,2 Days in the Valley
1000,Curdled
1001,"Associate, The"
1002,Ed's Next Move
1003,Extreme Measures
1004,"Glimmer Man, The"
1005,D3: The Mighty Ducks
1006,"Chamber, The"
1007,"Apple Dumpling Gang, The"
1008,"Davy Crockett, King of the Wild Frontier"
1009,Escape to Witch Mountain
1010,"Love Bug, The"
1011,Herbie Rides Again
1012,Old Yeller
1013,"Parent Trap, The"
1014,Pollyanna
1015,Homeward Bound: The Incredible Journey
1016,"Shaggy Dog, The"
1017,Swiss Family Robinson
1018,That Darn Cat!
1019,"20,000 Leagues Under the Sea"
1020,Cool Runnings
1021,Angels in the Outfield
1022,Cinderella
1023,Winnie the Pooh and the Blustery Day
1024,"Three Caballeros, The"
1025,"Sword in the Stone, The"
1026,So Dear to My Heart
1027,Robin Hood: Prince of Thieves
1028,Mary Poppins
1029,Dumbo
1030,Pete's Dragon
1031,Bedknobs and Broomsticks
1032,Alice in Wonderland
1033,"Fox and the Hound, The"
1034,Freeway
1035,"Sound of Music, The"
1036,Die Hard
1037,"Lawnmower Man, The"
1038,Unhook the Stars
1039,Synthetic Pleasures
1040,"Secret Agent, The"
1041,Secrets & Lies
1042,That Thing You Do!
1043,To Gillian on Her 37th Birthday
1044,Surviving Picasso
1045,Love Is All There Is
1046,Beautiful Thing
1047,"Long Kiss Goodnight, The"
1049,"Ghost and the Darkness, The"
1050,Looking for Richard
1051,Trees Lounge
1052,"Proprietor, The"
1053,Normal Life
1054,Get on the Bus
1055,Shadow Conspiracy
1056,Jude
1057,Everyone Says I Love You
1058,Bitter Sugar
1059,William Shakespeare's Romeo and Juliet
1060,Swingers
1061,Sleepers
1062,"Sunchaser, The"
1063,Johns
1064,Aladdin and the King of Thieves
1065,"Woman in Question, The"
1066,Shall We Dance?
1067,"Damsel in Distress, A"
1068,Crossfire
1069,"Murder, My Sweet"
1070,Macao
1071,For the Moment
1073,Willy Wonka and the Chocolate Factory
1075,"Sexual Life of the Belgians, The"
1076,"Innocents, The"
1077,Sleeper
1078,Bananas
1079,"Fish Called Wanda, A"
1080,Monty Python's Life of Brian
1081,Victor/Victoria
1082,"Candidate, The"
1083,"Great Race, The"
1084,Bonnie and Clyde
1085,"Old Man and the Sea, The"
1086,Dial M for Murder
1087,Madame Butterfly
1088,Dirty Dancing
1089,Reservoir Dogs
1090,Platoon
1091,Weekend at Bernie's
1092,Basic Instinct
1093,"Doors, The"
1094,"Crying Game, The"
1095,Glengarry Glen Ross
1096,Sophie's Choice
1097,E.T. the Extra
1098,Search for One
1099,"Christmas Carol, A"
1100,Days of Thunder
1101,Top Gun
1102,American Strays
1103,Rebel Without a Cause
1104,"Streetcar Named Desire, A"
1105,Children of the Corn IV: The Gathering
1106,"Leopard Son, The"
1107,Loser
1108,Prerokbe Ognja
1109,Charm's Incidents
1110,Bird of Prey
1111,Microcosmos
1112,Palookaville
1113,"Associate, The"
1114,"Funeral, The"
1115,Sleepover
1116,"Single Girl, A"
1117,"Eighth Day, The"
1118,Tashunga
1119,Drunks
1120,"People vs. Larry Flynt, The"
1121,Glory Daze
1122,Plutonium Circus
1123,"Perfect Candidate, A"
1124,On Golden Pond
1125,"Return of the Pink Panther, The"
1126,Drop Dead Fred
1127,"Abyss, The"
1128,"Fog, The"
1129,Escape from New York
1130,"Howling, The"
1131,Jean de Florette
1132,Manon of the Spring
1133,Talking About Sex
1134,Johnny 100 Pesos
1135,Private Benjamin
1136,Monty Python and the Holy Grail
1137,Hustler White
1138,Dadetown
1139,Everything Relative
1140,Entertaining Angels: The Dorothy Day Story
1141,Hoogste tijd
1142,Get Over It
1143,Three Lives and Only One Death
1144,"Line King: Al Hirschfeld, The"
1145,Snowriders
1146,Curtis's Charm
1147,When We Were Kings
1148,"Wrong Trousers, The"
1149,JLG/JLG
1150,"Return of Martin Guerre, The"
1151,Faust
1152,He Walked by Night
1153,Raw Deal
1154,T
1155,"Invitation, The"
1156,"Children Are Watching us, The"
1157,"Symphonie pastorale, La"
1158,Here Comes Cookie
1159,Love in Bloom
1160,Six of a Kind
1161,"Tin Drum, The"
1162,"Ruling Class, The"
1163,Mina Tannenbaum
1164,Two or Three Things I Know About Her
1165,"Bloody Child, The"
1166,Farmer & Chase
1167,Dear God
1168,Bad Moon
1169,American Dream
1170,Best of the Best 3: No Turning Back
1171,Bob Roberts
1172,Cinema Paradiso
1173,"Cook the Thief His Wife & Her Lover, The"
1174,Grosse Fatigue
1175,Delicatessen
1176,"Double Life of Veronique, The"
1177,Enchanted April
1178,Paths of Glory
1179,"Grifters, The"
1180,Hear My Song
1181,"Shooter, The"
1183,"English Patient, The"
1184,Mediterraneo
1185,My Left Foot
1186,"Sex, Lies, and Videotape"
1187,Passion Fish
1188,Strictly Ballroom
1189,"Thin Blue Line, The"
1190,Tie Me Up! Tie Me Down!
1191,Madonna: Truth or Dare
1192,Paris Is Burning
1193,One Flew Over the Cuckoo's Nest
1194,Up in Smoke
1196,Star Wars: Episode V
1197,"Princess Bride, The"
1198,Raiders of the Lost Ark
1199,Brazil
1200,Aliens
1201,"Good, The Bad and The Ugly, The"
1202,Withnail and I
1203,12 Angry Men
1204,Lawrence of Arabia
1205,"Transformers: The Movie, The"
1206,"Clockwork Orange, A"
1207,To Kill a Mockingbird
1208,Apocalypse Now
1209,Once Upon a Time in the West
1210,Star Wars: Episode VI
1211,Wings of Desire
1212,"Third Man, The"
1213,GoodFellas
1214,Alien
1215,Army of Darkness
1216,"Big Blue, The"
1217,Ran
1218,"Killer, The"
1219,Psycho
1220,"Blues Brothers, The"
1221,"Godfather: Part II, The"
1222,Full Metal Jacket
1223,"Grand Day Out, A"
1224,Henry V
1225,Amadeus
1226,"Quiet Man, The"
1227,Once Upon a Time in America
1228,Raging Bull
1230,Annie Hall
1231,"Right Stuff, The"
1232,Stalker
1233,"Boat, The"
1234,"Sting, The"
1235,Harold and Maude
1236,Trust
1237,"Seventh Seal, The"
1238,Local Hero
1240,"Terminator, The"
1241,Braindead
1242,Glory
1243,Rosencrantz and Guildenstern Are Dead
1244,Manhattan
1245,Miller's Crossing
1246,Dead Poets Society
1247,"Graduate, The"
1248,Touch of Evil
1249,Nikita
